# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Mar 21 11:56:20 2022
#
# CONSTRAINT:  where (koi_pdisposition like 'CANDIDATE')
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_score:      Disposition Score
# COLUMN koi_fpflag_nt:  Not Transit-Like False Positive Flag
# COLUMN koi_fpflag_ss:  Stellar Eclipse False Positive Flag
# COLUMN koi_fpflag_co:  Centroid Offset False Positive Flag
# COLUMN koi_fpflag_ec:  Ephemeris Match Indicates Contamination False Positive Flag
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_time0bk_err1: Transit Epoch Upper Unc. [BKJD]
# COLUMN koi_time0bk_err2: Transit Epoch Lower Unc. [BKJD]
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_impact_err1: Impact Parameter Upper Unc.
# COLUMN koi_impact_err2: Impact Parameter Lower Unc.
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs]
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_depth_err1: Transit Depth Upper Unc. [ppm]
# COLUMN koi_depth_err2: Transit Depth Lower Unc. [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_teq_err1:   Equilibrium Temperature Upper Unc. [K]
# COLUMN koi_teq_err2:   Equilibrium Temperature Lower Unc. [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_insol_err1: Insolation Flux Upper Unc. [Earth flux]
# COLUMN koi_insol_err2: Insolation Flux Lower Unc. [Earth flux]
# COLUMN koi_model_snr:  Transit Signal-to-Noise
# COLUMN koi_tce_plnt_num: TCE Planet Number
# COLUMN koi_tce_delivname: TCE Delivery
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_slogg_err1: Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN koi_slogg_err2: Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
10141900,K01082.04,,CANDIDATE,CANDIDATE,0.8000,0,0,0,0,9.655047300,7.3300000e-05,-7.3300000e-05,137.0750500,6.920000e-03,-6.920000e-03,0.1240,0.3300,-0.1240,2.75200,0.20500,-0.20500,3.1310e+02,2.740e+01,-2.740e+01,1.45,6.000e-02,-1.100e-01,705.0,,,58.36,9.81,-11.12,12.20,4,q1_q17_dr25_tce,4999.00,79.00,-79.00,4.490,0.075,-0.030,0.8430,0.0400,-0.0600,292.144470,47.157349,15.692
4255944,K06111.01,,CANDIDATE,CANDIDATE,,0,0,0,0,228.654120000,6.3420000e-03,-6.3420000e-03,282.7548000,2.420000e-02,-2.420000e-02,0.2250,0.2337,-0.2248,2.48700,0.50000,-0.50000,1.7910e+02,3.610e+01,-3.610e+01,3.63,1.270e+00,-1.170e+00,521.0,,,17.44,18.26,-10.78,6.60,3,q1_q16_tce,6845.00,203.00,-309.00,3.849,0.251,-0.213,2.6740,0.9350,-0.8620,289.848180,39.331463,12.914
9655711,K06209.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,12.714363500,1.1120000e-04,-1.1120000e-04,134.7981800,9.460000e-03,-9.460000e-03,0.0710,0.3910,-0.0710,3.10100,0.26800,-0.26800,5.2480e+02,6.090e+01,-6.090e+01,2.20,7.100e-01,-2.400e-01,785.0,,,89.81,88.13,-28.62,9.90,1,q1_q17_dr25_tce,5947.00,184.00,-226.00,4.481,0.054,-0.216,0.9620,0.3120,-0.1040,294.444000,46.335972,16.154
5856571,K01839.02,,CANDIDATE,CANDIDATE,0.9850,0,0,0,0,80.410378300,6.0010000e-04,-6.0010000e-04,171.2962600,5.610000e-03,-5.610000e-03,0.9130,0.0680,-0.6380,3.48700,0.19200,-0.19200,5.9140e+02,4.680e+01,-4.680e+01,4.93,2.860e+00,-2.860e+00,535.0,,,19.35,35.61,-16.29,14.00,2,q1_q17_dr25_tce,5476.00,179.00,-146.00,3.904,0.693,-0.297,1.6730,0.9710,-0.9710,284.094570,41.182819,13.237
8222395,K07873.01,,CANDIDATE,CANDIDATE,0.9650,0,0,0,0,1.931887680,1.0350000e-05,-1.0350000e-05,133.1676000,4.780000e-03,-4.780000e-03,0.2560,0.2090,-0.2560,1.08700,0.17800,-0.17800,3.7800e+01,5.900e+00,-5.900e+00,0.57,1.600e-01,-6.000e-02,1427.0,,,977.65,808.79,-272.06,8.80,1,q1_q17_dr25_tce,5896.00,132.00,-176.00,4.516,0.050,-0.200,0.9140,0.2680,-0.0890,287.370390,44.187988,13.500
8107150,K07863.01,,CANDIDATE,CANDIDATE,0.6910,0,0,0,0,5.244915600,1.3320000e-04,-1.3320000e-04,136.0365000,2.120000e-02,-2.120000e-02,0.0190,0.4320,-0.0180,8.36700,0.58700,-0.58700,3.5500e+01,3.500e+00,-3.500e+00,0.52,1.400e-01,-6.000e-02,1015.0,,,251.14,189.47,-74.04,11.70,1,q1_q17_dr25_tce,5823.00,140.00,-158.00,4.486,0.078,-0.182,0.8780,0.2310,-0.0990,295.080900,43.953239,13.695
4464394,K06115.01,,CANDIDATE,CANDIDATE,,0,0,0,0,168.669347820,,,132.5942053,,,,,,4.07000,,,,,,,,,,,,,,,,3,q1_q16_tce,,,,,,,,,,291.597750,39.536060,13.497
4739229,K06118.01,,CANDIDATE,CANDIDATE,,0,0,0,0,571.280892000,5.5830000e-03,-5.5830000e-03,368.0081000,6.560000e-03,-6.560000e-03,0.6109,0.0726,-0.4752,21.82700,0.33200,-0.33200,4.6070e+02,1.250e+01,-1.250e+01,3.65,2.310e+00,-7.500e-01,324.0,,,2.62,5.15,-1.21,37.80,1,q1_q16_tce,7081.00,193.00,-276.00,4.160,0.129,-0.354,1.6190,1.0260,-0.3300,289.533360,39.836639,12.767
4739229,K06118.02,,CANDIDATE,CANDIDATE,,0,0,0,0,4.661859240,3.8040000e-05,-3.8040000e-05,133.5851400,7.030000e-03,-7.030000e-03,0.2695,0.1784,-0.2695,3.16400,0.21100,-0.21100,4.9300e+01,3.800e+00,-3.800e+00,1.16,7.300e-01,-2.400e-01,1610.0,,,1590.18,3136.08,-730.39,15.80,2,q1_q16_tce,7081.00,193.00,-276.00,4.160,0.129,-0.354,1.6190,1.0260,-0.3300,289.533360,39.836639,12.767
8620565,K01250.02,,CANDIDATE,CANDIDATE,,0,0,0,0,1.213672208,2.1490000e-06,-2.1490000e-06,131.9497800,1.500000e-03,-1.500000e-03,7.3743,3.1980,-5.8140,1.36440,0.08160,-0.08160,2.7310e+03,1.250e+02,-1.250e+02,697.14,3.055e+02,-6.586e+01,1789.0,,,2422.45,3108.91,-682.38,24.80,2,q1_q16_tce,6113.00,153.00,-199.00,4.463,0.049,-0.303,0.9950,0.4360,-0.0940,290.267670,44.712849,14.912
4742420,K06120.01,,CANDIDATE,CANDIDATE,0.9970,0,0,0,0,90.097375000,2.8060000e-03,-2.8060000e-03,143.8471000,2.260000e-02,-2.260000e-02,0.0420,0.4200,-0.0420,12.69700,0.66000,-0.66000,2.8260e+02,2.750e+01,-2.750e+01,1.70,5.500e-01,-2.300e-01,430.0,,,8.05,8.01,-2.78,11.50,1,q1_q17_dr25_tce,6116.00,190.00,-211.00,4.444,0.070,-0.210,1.0080,0.3310,-0.1330,290.450260,39.862011,15.416
9655711,K06209.02,,CANDIDATE,CANDIDATE,0.6120,0,0,0,0,7.729669410,6.3560000e-05,-6.3560000e-05,138.9256600,8.840000e-03,-8.840000e-03,0.6680,0.2840,-0.4540,2.09100,0.48800,-0.48800,4.2670e+02,7.230e+01,-7.230e+01,2.10,6.900e-01,-2.200e-01,927.0,,,174.28,170.99,-55.55,8.40,2,q1_q17_dr25_tce,5947.00,184.00,-226.00,4.481,0.054,-0.216,0.9620,0.3120,-0.1040,294.444000,46.335972,16.154
9727765,K06210.01,,CANDIDATE,CANDIDATE,,0,0,0,0,51.856565560,,,167.3402050,,,,,,2.21000,,,,,,,,,,,,,,,,2,q1_q16_tce,,,,,,,,,,298.065490,46.436298,13.173
9974142,K06214.02,,CANDIDATE,CANDIDATE,,0,0,0,0,154.536881000,5.4390000e-03,-5.4390000e-03,177.6970000,5.700000e-02,-5.700000e-02,0.3257,0.1155,-0.3257,15.44000,4.40000,-4.40000,2.5850e+02,5.730e+01,-5.730e+01,4.10,1.440e+00,-2.130e+00,544.0,,,20.76,22.44,-16.54,3.50,6,q1_q16_tce,6049.00,201.00,-193.00,3.728,0.503,-0.207,2.5220,0.8860,-1.3090,299.871310,46.822491,13.654
9008103,K03283.03,,CANDIDATE,CANDIDATE,,0,0,0,0,87.707513000,1.1190000e-03,-1.1190000e-03,205.7369000,1.060000e-02,-1.060000e-02,0.4000,0.0522,-0.3999,2.18400,0.37700,-0.37700,5.7800e+02,1.030e+02,-1.030e+02,1.72,2.200e-01,-1.300e-01,310.0,,,2.20,0.92,-0.52,7.10,2,q1_q16_tce,4944.00,145.00,-136.00,4.614,0.029,-0.076,0.7210,0.0900,-0.0550,286.089080,45.369011,15.322
8780959,K03741.03,Kepler-1518 b,CONFIRMED,CANDIDATE,0.9960,0,0,0,0,5.111754700,4.8040000e-05,-4.8040000e-05,133.7612200,7.910000e-03,-7.910000e-03,0.9620,0.0110,-0.7650,3.28100,0.16900,-0.16900,2.6780e+02,2.410e+01,-2.410e+01,2.81,8.000e-01,-6.500e-01,1351.0,,,788.00,641.01,-382.81,12.10,2,q1_q17_dr25_tce,6432.00,155.00,-214.00,4.207,0.190,-0.171,1.3450,0.3820,-0.3130,300.332370,44.986141,13.306
8780959,K03741.04,,CANDIDATE,CANDIDATE,0.0000,0,0,0,0,9.631025800,1.2570000e-04,-1.2570000e-04,132.7273000,1.010000e-02,-1.010000e-02,0.9510,0.0270,-0.6500,5.25500,0.24100,-0.24100,2.9720e+02,2.510e+01,-2.510e+01,2.90,8.200e-01,-6.800e-01,1094.0,,,338.33,275.21,-164.36,12.70,3,q1_q17_dr25_tce,6432.00,155.00,-214.00,4.207,0.190,-0.171,1.3450,0.3820,-0.3130,300.332370,44.986141,13.306
11296045,K04396.04,,CANDIDATE,CANDIDATE,,0,0,0,0,437.515861390,,,522.0553193,,,,,,4.16000,,,,,,,,,,,,,,,,1,q1_q16_tce,,,,,,,,,,291.361880,49.021980,12.981
5769810,K04913.02,,CANDIDATE,CANDIDATE,0.3010,0,0,0,0,8.973772210,7.6030000e-05,-7.6030000e-05,139.7397800,7.350000e-03,-7.350000e-03,0.2370,0.2180,-0.2370,2.13500,0.23800,-0.23800,1.0650e+02,1.370e+01,-1.370e+01,2.96,4.800e-01,-1.120e+00,1530.0,,,1294.96,648.06,-849.93,9.40,1,q1_q17_dr25_tce,6537.00,176.00,-195.00,3.760,0.285,-0.095,2.8290,0.4570,-1.0670,283.678800,41.096882,13.360
4742420,K06120.02,,CANDIDATE,CANDIDATE,,0,0,0,0,205.414150000,1.1820000e-02,-1.1820000e-02,295.6538000,3.330000e-02,-3.330000e-02,0.0856,0.3578,-0.0854,10.26000,1.40000,-1.40000,2.8380e+02,5.020e+01,-5.020e+01,1.67,7.400e-01,-1.600e-01,323.0,,,2.58,3.36,-0.75,7.90,2,q1_q16_tce,6123.00,164.00,-211.00,4.465,0.050,-0.304,0.9910,0.4350,-0.0960,290.450260,39.862011,15.416
5306984,K06127.01,,CANDIDATE,CANDIDATE,,0,0,0,0,114.271739020,,,163.3628542,,,,,,2.19000,,,,,,,,,,,,,,,,2,q1_q16_tce,,,,,,,,,,299.236790,40.425819,13.050
10198662,K06216.01,,CANDIDATE,CANDIDATE,,0,0,0,0,26.408055320,,,155.7466070,,,,,,2.70000,,,,,,,,,,,,,,,,4,q1_q16_tce,,,,,,,,,,287.784610,47.228043,12.655
10198662,K06216.02,,CANDIDATE,CANDIDATE,,0,0,0,0,46.079313170,,,159.6728081,,,,,,1.87000,,,,,,,,,,,,,,,,5,q1_q16_tce,,,,,,,,,,287.784610,47.228043,12.655
4157325,K01860.04,,CANDIDATE,CANDIDATE,0.0850,0,0,0,0,24.843483700,4.2810000e-04,-4.2810000e-04,148.1777000,1.530000e-02,-1.530000e-02,0.6410,0.3130,-0.4200,4.80000,0.36700,-0.36700,2.1740e+02,1.790e+01,-1.790e+01,1.58,2.300e-01,-1.700e-01,625.0,,,35.97,15.07,-9.45,14.20,4,q1_q17_dr25_tce,5670.00,114.00,-114.00,4.397,0.095,-0.105,1.0220,0.1480,-0.1080,291.556950,39.227291,14.028
10200627,K06217.01,,CANDIDATE,CANDIDATE,0.9560,0,0,0,0,7.701669400,1.4170000e-04,-1.4170000e-04,134.2294000,1.670000e-02,-1.670000e-02,0.0100,0.4520,-0.0100,10.89800,0.41300,-0.41300,1.5570e+02,1.010e+01,-1.010e+01,4.44,4.700e-01,-1.600e-01,1627.0,,,1656.27,586.28,-222.45,17.80,1,q1_q17_dr25_tce,5174.00,134.00,-93.00,3.228,0.036,-0.024,3.6080,0.3810,-0.1270,288.795530,47.203651,15.268
8332521,K04567.02,,CANDIDATE,CANDIDATE,0.9940,0,0,0,0,4.672503770,3.8370000e-05,-3.8370000e-05,135.2367800,7.470000e-03,-7.470000e-03,0.9500,0.0010,-0.7280,4.44100,0.17700,-0.17700,7.9600e+01,6.400e+00,-6.400e+00,1.11,3.700e-01,-1.200e-01,1149.0,,,412.73,404.38,-125.06,13.80,1,q1_q17_dr25_tce,6146.00,170.00,-192.00,4.454,0.070,-0.210,0.9870,0.3280,-0.1090,301.562840,44.240391,13.775
8242769,K07875.01,,CANDIDATE,CANDIDATE,0.8260,0,0,0,0,21.971157400,6.0410000e-04,-6.0410000e-04,137.6914000,2.140000e-02,-2.140000e-02,0.1190,0.3280,-0.1180,5.01200,0.80500,-0.80500,1.7810e+02,2.590e+01,-2.590e+01,1.32,3.900e-01,-1.700e-01,649.0,,,41.86,37.75,-14.55,7.80,2,q1_q17_dr25_tce,5763.00,182.00,-222.00,4.436,0.084,-0.196,0.9970,0.2950,-0.1260,295.066310,44.162449,15.570
10964440,K01310.02,,CANDIDATE,CANDIDATE,0.9130,0,0,0,0,144.688915000,5.0600000e-03,-5.0600000e-03,256.3430000,1.730000e-02,-1.730000e-02,0.0870,0.3780,-0.0870,9.46800,0.62100,-0.62100,3.9710e+02,3.960e+01,-3.960e+01,3.33,4.800e-01,-8.300e-01,416.0,,,7.09,2.84,-3.29,11.60,2,q1_q17_dr25_tce,5372.00,88.00,-64.00,4.007,0.218,-0.087,1.7100,0.2490,-0.4270,285.662690,48.435371,14.569
5428657,K06130.01,,CANDIDATE,CANDIDATE,0.9990,0,0,0,0,1.542874340,3.6930000e-06,-3.6930000e-06,132.6169700,2.040000e-03,-2.040000e-03,0.0130,0.4350,-0.0130,1.11210,0.08350,-0.08350,4.0140e+02,2.500e+01,-2.500e+01,1.05,8.000e-02,-7.000e-02,1007.0,,,243.62,72.53,-58.55,20.70,1,q1_q17_dr25_tce,4530.00,139.00,-139.00,4.704,0.052,-0.032,0.5390,0.0390,-0.0390,284.441010,40.625000,15.121
5629353,K06132.01,,CANDIDATE,CANDIDATE,0.9960,0,0,0,0,33.320090800,5.4120000e-04,-5.4120000e-04,150.0494000,2.110000e-02,-2.110000e-02,0.0690,0.2530,-0.0690,6.52650,0.08430,-0.08430,6.1869e+03,7.740e+01,-7.740e+01,13.00,3.950e+00,-3.550e+00,750.0,,,74.79,67.39,-41.55,84.50,1,q1_q17_dr25_tce,6264.00,177.00,-265.00,4.133,0.200,-0.180,1.6510,0.5020,-0.4510,294.557890,40.850498,14.624
5629353,K06132.02,Kepler-1640 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,7.584424100,2.8540000e-04,-2.8540000e-04,137.8470000,4.970000e-02,-4.970000e-02,0.8150,0.0320,-0.5690,3.91800,0.12500,-0.12500,1.0050e+03,4.700e+01,-4.700e+01,5.83,1.780e+00,-1.590e+00,1228.0,,,537.40,484.24,-298.58,23.80,2,q1_q17_dr25_tce,6264.00,177.00,-265.00,4.133,0.200,-0.180,1.6510,0.5020,-0.4510,294.557890,40.850498,14.624
10414727,K06224.01,,CANDIDATE,CANDIDATE,,0,0,0,0,91.205730370,,,210.1533987,,,,,,4.17000,,,,,,,,,,,,,,,,2,q1_q16_tce,,,,,,,,,,295.681920,47.591881,12.962
4736569,K01996.02,,CANDIDATE,CANDIDATE,0.9500,0,0,0,0,7.073945280,6.3580000e-05,-6.3580000e-05,136.6437100,7.910000e-03,-7.910000e-03,0.2770,0.1760,-0.2770,2.31900,0.17200,-0.17200,2.2830e+02,2.680e+01,-2.680e+01,0.84,6.000e-02,-5.000e-02,647.0,,,41.43,12.76,-10.20,9.50,2,q1_q17_dr25_tce,4777.00,167.00,-167.00,4.689,0.048,-0.032,0.5610,0.0380,-0.0380,288.668910,39.824009,15.629
10662202,K00750.03,,CANDIDATE,CANDIDATE,0.9290,0,0,0,0,14.516741000,1.5640000e-04,-1.5640000e-04,138.8379900,8.780000e-03,-8.780000e-03,0.8510,0.1010,-0.6430,2.70600,0.24300,-0.24300,2.2720e+02,2.510e+01,-2.510e+01,1.45,6.000e-02,-1.100e-01,606.0,,,31.80,4.75,-6.48,10.10,3,q1_q17_dr25_tce,4954.00,79.00,-79.00,4.500,0.075,-0.020,0.8280,0.0320,-0.0650,290.465120,47.929180,15.377
9008103,K03283.02,,CANDIDATE,CANDIDATE,0.9890,0,0,0,0,20.571810700,2.1750000e-04,-2.1750000e-04,142.8026700,8.320000e-03,-8.320000e-03,0.1230,0.3380,-0.1230,3.39900,0.27200,-0.27200,3.7900e+02,3.350e+01,-3.350e+01,1.34,1.400e-01,-1.000e-01,498.0,,,14.51,5.57,-3.24,13.00,1,q1_q17_dr25_tce,4922.00,148.00,-133.00,4.624,0.025,-0.065,0.7080,0.0770,-0.0490,286.089080,45.369011,15.322
5629353,K06132.03,,CANDIDATE,CANDIDATE,0.9980,0,0,0,0,11.867172000,9.2870000e-04,-9.2870000e-04,142.9850000,1.040000e-01,-1.040000e-01,0.0010,0.4470,-0.0010,4.81500,0.25200,-0.25200,5.9560e+02,4.850e+01,-4.850e+01,4.03,1.230e+00,-1.100e+00,1058.0,,,296.23,266.93,-164.58,13.40,3,q1_q17_dr25_tce,6264.00,177.00,-265.00,4.133,0.200,-0.180,1.6510,0.5020,-0.4510,294.557890,40.850498,14.624
4078157,K01319.02,,CANDIDATE,CANDIDATE,,0,0,0,0,142.685885000,7.1640000e-03,-7.1640000e-03,175.9722000,3.800000e-02,-3.800000e-02,0.1086,0.3769,-0.1085,3.79200,0.78500,-0.78500,1.1950e+03,3.030e+02,-3.030e+02,2.76,1.170e+00,-2.200e-01,319.0,,,2.43,3.22,-0.59,9.30,3,q1_q16_tce,5767.00,197.00,-167.00,4.570,0.034,-0.281,0.7990,0.3390,-0.0630,296.479370,39.127571,15.484
5816144,K06137.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,12.497059900,1.5330000e-04,-1.5330000e-04,140.8987000,1.030000e-02,-1.030000e-02,0.6500,0.3030,-0.4490,3.87700,0.28300,-0.28300,1.8000e+02,1.890e+01,-1.890e+01,1.44,5.000e-01,-1.600e-01,839.0,,,117.30,120.38,-36.67,10.60,1,q1_q17_dr25_tce,6174.00,185.00,-203.00,4.445,0.070,-0.224,1.0210,0.3490,-0.1160,298.194120,41.029331,14.191
10717220,K06228.01,Kepler-1644 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,21.090790900,1.4670000e-04,-1.4670000e-04,133.9631600,5.810000e-03,-5.810000e-03,0.8320,0.0220,-0.5740,4.75100,0.15900,-0.15900,4.1760e+02,2.410e+01,-2.410e+01,1.88,4.800e-01,-1.600e-01,606.0,,,31.86,23.55,-8.17,19.70,1,q1_q17_dr25_tce,5723.00,154.00,-154.00,4.546,0.055,-0.165,0.8180,0.2050,-0.0730,285.475040,48.034931,14.223
10989274,K06233.01,Kepler-1645 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,16.178030000,5.0990000e-02,-5.0990000e-02,132.3260000,3.450000e-01,-3.450000e-01,0.0810,0.2650,-0.0810,5.18000,5.90000,-5.90000,4.4900e+02,2.273e+03,-2.273e+03,2.25,7.000e-01,-3.000e-01,754.0,,,76.54,69.28,-26.12,6.00,1,q1_q17_dr25_tce,5929.00,160.00,-196.00,4.413,0.070,-0.210,1.0690,0.3300,-0.1410,297.479460,48.418571,14.472
4247991,K02311.03,Kepler-1185 b,CONFIRMED,CANDIDATE,0.9760,0,0,0,0,104.351962400,6.9730000e-04,-6.9730000e-04,190.1026100,5.250000e-03,-5.250000e-03,0.5320,0.0230,-0.4610,3.69500,0.14100,-0.14100,2.4380e+02,1.630e+01,-1.630e+01,1.39,2.000e-01,-6.000e-02,355.0,,,3.74,1.54,-0.59,15.80,1,q1_q17_dr25_tce,5650.00,112.00,-112.00,4.546,0.021,-0.119,0.8700,0.1240,-0.0390,287.241180,39.332760,12.570
11968463,K02433.06,,CANDIDATE,CANDIDATE,,0,0,0,0,6.063302980,5.5640000e-05,-5.5640000e-05,136.1760700,7.690000e-03,-7.690000e-03,0.0214,0.4317,-0.0213,3.27500,0.19600,-0.19600,2.0070e+02,1.680e+01,-1.680e+01,1.64,9.500e-01,-2.000e-01,1153.0,,,418.40,751.96,-145.12,13.10,6,q1_q17_dr24_tce,6308.00,178.00,-246.00,4.353,0.088,-0.323,1.1530,0.6710,-0.1440,294.338470,50.336540,15.212
11968463,K02433.07,,CANDIDATE,CANDIDATE,0.0000,0,0,0,0,86.431871000,1.7190000e-03,-1.7190000e-03,423.0356000,1.500000e-02,-1.500000e-02,0.9500,0.0110,-0.6460,7.37400,0.41400,-0.41400,4.1510e+02,4.000e+01,-4.000e+01,2.85,9.900e-01,-3.300e-01,464.0,,,10.97,11.28,-3.73,11.20,6,q1_q17_dr25_tce,6325.00,174.00,-261.00,4.409,0.058,-0.218,1.1120,0.3880,-0.1290,294.338470,50.336540,15.212
11074835,K02533.03,,CANDIDATE,CANDIDATE,,0,0,0,0,26.115288700,9.8690000e-04,-9.8690000e-04,145.5641000,3.050000e-02,-3.050000e-02,0.1382,0.3270,-0.1381,12.54000,1.10000,-1.10000,7.0000e+01,7.200e+00,-7.200e+00,2.38,1.140e+00,-7.600e-01,898.0,,,153.98,217.07,-91.92,10.60,2,q1_q16_tce,5190.00,135.00,-165.00,3.630,0.274,-0.318,2.9120,1.3820,-0.9400,286.715640,48.645279,13.274
5792202,K00841.04,,CANDIDATE,CANDIDATE,0.0000,0,0,0,0,269.306232000,7.2510000e-03,-7.2510000e-03,285.6272000,1.600000e-02,-1.600000e-02,1.2190,69.5500,-1.0870,14.93100,0.97800,-0.97800,1.7080e+03,1.090e+02,-1.090e+02,24.00,2.350e+00,-8.500e-01,235.0,,,0.72,0.21,-0.11,18.10,4,q1_q17_dr25_tce,5251.00,105.00,-105.00,4.581,0.010,-0.085,0.8170,0.0800,-0.0290,292.236760,41.085880,15.855
6032730,K06141.01,,CANDIDATE,CANDIDATE,,0,0,0,0,96.509214000,1.0840000e-03,-1.0840000e-03,223.8080000,8.440000e-03,-8.440000e-03,3.6303,44.3300,-2.4790,0.58900,0.22900,-0.22900,1.5280e+03,3.890e+02,-3.890e+02,860.30,2.218e+02,-2.742e+02,787.0,,,90.63,71.08,-55.32,3.80,3,q1_q16_tce,7343.00,224.00,-314.00,3.751,0.269,-0.133,2.9550,0.7620,-0.9420,288.592900,41.307339,8.655
6116172,K06142.01,,CANDIDATE,CANDIDATE,,0,0,0,0,69.646793110,,,138.2830560,,,,,,3.71000,,,,,,,,,,,,,,,,3,q1_q16_tce,,,,,,,,,,289.481450,41.499420,13.735
6116172,K06142.02,,CANDIDATE,CANDIDATE,,0,0,0,0,111.655460000,6.7370000e-04,-6.7370000e-04,148.8939000,5.380000e-03,-5.380000e-03,11.3832,2.7140,-10.4000,1.05100,0.36900,-0.36900,2.8870e+03,6.890e+02,-6.890e+02,2121.00,1.289e+03,-4.668e+02,579.0,,,26.58,50.57,-13.25,7.00,4,q1_q16_tce,6967.00,205.00,-328.00,4.086,0.141,-0.350,1.8630,1.1320,-0.4100,289.481450,41.499420,13.735
6116172,K06142.03,,CANDIDATE,CANDIDATE,,0,0,0,0,86.132018640,,,164.2236993,,,,,,3.11000,,,,,,,,,,,,,,,,5,q1_q16_tce,,,,,,,,,,289.481450,41.499420,13.735
9839821,K02012.02,,CANDIDATE,CANDIDATE,0.8770,0,0,0,0,180.921729000,2.8260000e-03,-2.8260000e-03,234.3344000,1.330000e-02,-1.330000e-02,0.0250,0.4200,-0.0250,8.99000,0.37700,-0.37700,7.4240e+02,5.040e+01,-5.040e+01,2.30,5.400e-01,-1.900e-01,302.0,,,1.96,1.32,-0.49,16.20,2,q1_q17_dr25_tce,5818.00,139.00,-157.00,4.554,0.042,-0.168,0.8480,0.1990,-0.0710,295.342710,46.602261,14.876
11296437,K06237.02,,CANDIDATE,CANDIDATE,,0,0,0,0,47.144047830,,,172.8557680,,,,,,4.35000,,,,,,,,,,,,,,,,3,q1_q16_tce,,,,,,,,,,291.573120,49.097771,11.741
11341164,K06238.01,,CANDIDATE,CANDIDATE,,0,0,0,0,197.054315740,,,266.1346771,,,,,,6.38000,,,,,,,,,,,,,,,,3,q1_q16_tce,,,,,,,,,,286.728970,49.154945,12.366
11462969,K06239.01,,CANDIDATE,CANDIDATE,,0,0,0,0,406.496216000,7.6380000e-03,-7.6380000e-03,325.9025000,1.740000e-02,-1.740000e-02,0.5052,0.0318,-0.4452,3.49500,0.60700,-0.60700,3.8020e+02,5.860e+01,-5.860e+01,1.77,7.600e-01,-1.500e-01,236.0,,,0.73,0.93,-0.18,6.90,1,q1_q16_tce,5847.00,151.00,-159.00,4.525,0.035,-0.303,0.8840,0.3830,-0.0730,295.566830,49.378029,13.893
